instance,index_of_system,number_of_subsystems,number_of_component_types,number_of_resource_types,number_of_q_terms,number_of_q_nodes,number_of_q_sorted_nodes,number_of_qr_terms,number_of_qr_nodes,number_of_qr_sorted_nodes,solution_model,number_of_vars,number_of_bin_vars,number_of_cons,number_of_nzs,number_of_bb_nodes,cpu_time,obj,solution
rrap_ns9_nh3_m2_seed1,8,9,3,2,71,128,108,48,132,99,[TREE],5597,178,706,18128,1.99E+06,468.082,0.989579,"0	3	0	0	0	1	0	1	0	2	0	1	0	0	1	0	0	1	0	0	1	0	3	0	0	1	0"
rrap_ns9_nh3_m2_seed2,8,9,3,2,71,128,108,48,132,99,[TREE],4181,115,643,12920,14834,5.40996,0.916109,"0	1	0	0	0	2	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	2"
rrap_ns9_nh3_m2_seed3,8,9,3,2,71,128,108,48,132,99,[TREE],4249,122,650,13186,13723,5.66206,0.943197,"0	1	0	0	0	2	0	1	0	1	0	0	0	0	1	0	2	0	1	0	0	1	0	0	2	0	0"
rrap_ns9_nh3_m2_seed4,8,9,3,2,71,128,108,48,132,99,[TREE],5035,150,678,16049,475951,129.406,0.960554,"0	2	0	0	0	2	0	0	1	0	1	0	1	0	0	0	2	0	1	0	0	2	0	0	0	1	1"
rrap_ns9_nh4_m2_seed1,8,9,4,2,71,128,108,48,132,99,[TREE],6905,215,875,22206,504889,101.089,0.990452,"1	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	2"
rrap_ns9_nh4_m2_seed2,8,9,4,2,71,128,108,48,132,99,[TREE],7023,222,882,22647,1.53E+06,467.795,0.977688,"0	0	3	0	0	0	0	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	1"
rrap_ns9_nh4_m2_seed3,8,9,4,2,71,128,108,48,132,99,[TREE],6259,192,852,19853,668744,170.827,0.975302,"0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	1	0	0	0"
rrap_ns9_nh4_m2_seed4,8,9,4,2,71,128,108,48,132,99,[TREE],6553,204,864,20930,857217,299.583,0.972413,"0	1	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	2	0	2	0	0	"
rrap_ns9_nh2_m2_seed1,8,9,2,2,71,128,108,48,132,99,[OB-TREE],2949,120,417,9664,218862,41.2922,0.967735,"1	0	0	3	0	1	1	0	1	0	0	2	1	0	0	1	0	3"
rrap_ns9_nh2_m2_seed2,8,9,2,2,71,128,108,48,132,99,[OB-TREE],3387,139,436,11273,163423,23.3501,0.990286,"0	2	0	2	0	1	4	0	1	0	0	1	1	0	4	0	0	1"
rrap_ns9_nh2_m2_seed3,8,9,2,2,71,128,108,48,132,99,[OB-TREE],3573,144,441,11944,794816,117.603,0.984353,"2	0	2	0	0	1	0	2	1	0	2	0	1	0	0	2	4	0"
rrap_ns9_nh2_m2_seed4,8,9,2,2,71,128,108,48,132,99,[OB-TREE],3589,152,449,12032,687166,150.334,0.988569,"1	0	4	0	1	0	1	0	1	0	0	3	1	0	0	1	2	2"
rrap_ns9_nh3_m2_seed1,8,9,3,2,71,128,108,48,132,99,[OB-TREE],4314,178,574,14174,1.87E+06,375.662,0.98958,"0	3	0	0	0	1	0	1	0	2	0	1	0	0	1	0	0	1	0	0	1	0	3	0	0	1	0"
rrap_ns9_nh3_m2_seed2,8,9,3,2,71,128,108,48,132,99,[OB-TREE],3030,115,511,9428,16073,5.4833,0.916109,"0	1	0	0	0	2	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	2"
rrap_ns9_nh3_m2_seed3,8,9,3,2,71,128,108,48,132,99,[OB-TREE],3044,122,518,9505,17101,6.4958,0.943197,"0	1	0	0	0	2	0	1	0	1	0	0	0	0	1	0	2	0	1	0	0	1	0	0	2	0	0"
rrap_ns9_nh3_m2_seed4,8,9,3,2,71,128,108,48,132,99,[OB-TREE],3720,150,546,11983,508389,107.257,0.960554,"0	2	0	0	0	2	0	0	1	0	1	0	1	0	0	0	2	0	1	0	0	2	0	0	0	1	1"
rrap_ns9_nh4_m2_seed1,8,9,4,2,71,128,108,48,132,99,[OB-TREE],5109,215,710,16605,321553,84.7784,0.990452,"1	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	2"
rrap_ns9_nh4_m2_seed2,8,9,4,2,71,128,108,48,132,99,[OB-TREE],5295,222,717,17284,2.23E+06,659.195,0.977688,"0	0	3	0	0	0	0	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	1"
rrap_ns9_nh4_m2_seed3,8,9,4,2,71,128,108,48,132,99,[OB-TREE],4621,192,687,14805,309854,96.0086,0.975302,"0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	1	0	0	0"
rrap_ns9_nh4_m2_seed4,8,9,4,2,71,128,108,48,132,99,[OB-TREE],5063,204,699,16400,1.09E+06,338.067,0.972413,"0	1	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	2	0	2	0	0	"
rrap_ns10_nh2_m2_seed1,9,10,2,2,87,142,136,14,51,35,[Q-BASIC],18265,99,1107,44746,1954,1.81077,0.880585,"0	1	0	1	1	0	1	0	2	0	2	0	1	0	0	1	1	1	0	2	"
rrap_ns10_nh2_m2_seed2,9,10,2,2,87,142,136,14,51,35,[Q-BASIC],19384,125,1133,49648,6794,4.88257,0.928189,"0	1	1	0	0	2	0	3	0	1	1	0	2	0	1	0	0	1	0	4	"
rrap_ns10_nh2_m2_seed3,9,10,2,2,87,142,136,14,51,35,[Q-BASIC],22109,185,1193,61306,5846,3.15882,0.944551,"0	1	0	1	2	0	0	3	2	0	1	0	2	0	0	1	1	0	1	3	"
rrap_ns10_nh2_m2_seed4,9,10,2,2,87,142,136,14,51,35,[Q-BASIC],21818,178,1186,60112,43816,12.3055,0.969584,"0	1	1	0	3	0	3	0	1	0	0	1	0	1	0	1	2	0	0	4	"
rrap_ns10_nh3_m2_seed1,9,10,3,2,87,142,136,14,51,35,[Q-BASIC],23434,184,1696,62958,16330,9.74107,0.906398,"0	0	1	0	0	1	1	0	0	0	1	0	2	0	0	2	0	0	0	0	1	2	0	0	1	0	0	1	0	2	"
rrap_ns10_nh3_m2_seed2,9,10,3,2,87,142,136,14,51,35,[Q-BASIC],23085,181,1693,61984,16936,6.62308,0.911655,"1	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	1	2	0	0	1	1	0	0	0	0	1	0	0	3	"
rrap_ns10_nh3_m2_seed3,9,10,3,2,87,142,136,14,51,35,[Q-BASIC],23920,191,1703,64942,29710,12.343,0.937496,"0	1	0	0	1	0	0	2	0	0	3	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	4	0	0	"
rrap_ns10_nh3_m2_seed4,9,10,3,2,87,142,136,14,51,35,[Q-BASIC],21618,148,1660,55470,9060,4.57519,0.885895,"0	1	0	0	1	0	0	0	1	1	1	0	0	2	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	3	"
rrap_ns10_nh4_m2_seed1,9,10,4,2,87,142,136,14,51,35,[Q-BASIC],27384,241,2257,76036,57695,40.8142,0.94371,"1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	3	0	0	0	"
rrap_ns10_nh4_m2_seed2,9,10,4,2,87,142,136,14,51,35,[Q-BASIC],30077,298,2314,87098,3.63E+06,1728.42,0.947567,"0	1	0	0	0	1	0	0	0	0	0	2	0	2	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	2	1	"
rrap_ns10_nh4_m2_seed3,9,10,4,2,87,142,136,14,51,35,[Q-BASIC],25978,216,2232,70268,43207,81.4709,0.926181,"0	0	1	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	4	"
rrap_ns10_nh4_m2_seed4,9,10,4,2,87,142,136,14,51,35,[Q-BASIC],26311,222,2238,71494,42274,48.9163,0.923958,"1	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	1	1	1	0	"
rrap_ns10_nh2_m2_seed1,9,10,2,2,87,142,136,14,51,35,[Q-TREE],3268,99,383,10252,1736,1.52092,0.880583,"0	1	0	1	1	0	1	0	2	0	2	0	1	0	0	1	1	1	0	2	"
rrap_ns10_nh2_m2_seed2,9,10,2,2,87,142,136,14,51,35,[Q-TREE],4136,125,409,13394,7399,3.74579,0.928187,"0	1	1	0	0	2	0	3	0	1	1	0	2	0	1	0	0	1	0	4	"
rrap_ns10_nh2_m2_seed3,9,10,2,2,87,142,136,14,51,35,[Q-TREE],5474,185,469,18317,5206,3.72468,0.944542,"0	1	0	1	2	0	0	3	2	0	1	0	2	0	0	1	1	0	1	3	"
rrap_ns10_nh2_m2_seed4,9,10,2,2,87,142,136,14,51,35,[Q-TREE],5314,178,462,17729,36607,12.0975,0.969587,"0	1	1	0	3	0	3	0	1	0	0	1	0	1	0	1	2	0	0	4	"
rrap_ns10_nh3_m2_seed1,9,10,3,2,87,142,136,14,51,35,[Q-TREE],5695,184,610,18387,18129,6.2953,0.906398,"0	0	1	0	0	1	1	0	0	0	1	0	2	0	0	2	0	0	0	0	1	2	0	0	1	0	0	1	0	2	"
rrap_ns10_nh3_m2_seed2,9,10,3,2,87,142,136,14,51,35,[Q-TREE],5411,181,607,17381,20587,5.50953,0.911655,"1	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	1	2	0	0	1	1	0	0	0	0	1	0	0	3	"
rrap_ns10_nh3_m2_seed3,9,10,3,2,87,142,136,14,51,35,[Q-TREE],5557,191,617,17932,34716,17.0015,0.937489,"0	1	0	0	1	0	0	2	0	0	3	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	4	0	0	"
rrap_ns10_nh3_m2_seed4,9,10,3,2,87,142,136,14,51,35,[Q-TREE],4811,148,574,15149,7275,3.71824,0.885895,"0	1	0	0	1	0	0	0	1	1	1	0	0	2	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	3	"
rrap_ns10_nh4_m2_seed1,9,10,4,2,87,142,136,14,51,35,[Q-TREE],7280,241,809,23463,144593,53.0106,0.943713,"1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	3	0	0	0	"
rrap_ns10_nh4_m2_seed2,9,10,4,2,87,142,136,14,51,35,[Q-TREE],8786,298,866,28962,6.81E+06,2030.65,0.947567,"0	1	0	0	0	1	0	0	0	0	0	2	0	2	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	2	1	"
rrap_ns10_nh4_m2_seed3,9,10,4,2,87,142,136,14,51,35,[Q-TREE],6896,216,784,22019,50052,65.5546,0.926176,"0	0	1	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	4	"
rrap_ns10_nh4_m2_seed4,9,10,4,2,87,142,136,14,51,35,[Q-TREE],7048,222,790,22575,63119,61.6257,0.923955,"1	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	1	1	1	0	"
rrap_ns10_nh2_m2_seed1,9,10,2,2,87,142,136,14,51,35,[Q-OB-TREE],3108,99,371,9764,1498,1.18326,0.880583,"0	1	0	1	1	0	1	0	2	0	2	0	1	0	0	1	1	1	0	2	"
rrap_ns10_nh2_m2_seed2,9,10,2,2,87,142,136,14,51,35,[Q-OB-TREE],3980,125,397,12920,7810,4.60907,0.928187,"0	1	1	0	0	2	0	3	0	1	1	0	2	0	1	0	0	1	0	4	"
rrap_ns10_nh2_m2_seed3,9,10,2,2,87,142,136,14,51,35,[Q-OB-TREE],5264,185,457,17654,10495,3.77251,0.944544,"0	1	0	1	2	0	0	3	2	0	1	0	2	0	0	1	1	0	1	3	"
rrap_ns10_nh2_m2_seed4,9,10,2,2,87,142,136,14,51,35,[Q-OB-TREE],5064,178,450,16926,20689,12.0654,0.969585,"0	1	1	0	3	0	3	0	1	0	0	1	0	1	0	1	2	0	0	4	"
rrap_ns10_nh3_m2_seed1,9,10,3,2,87,142,136,14,51,35,[Q-OB-TREE],5441,184,592,17597,18693,7.68911,0.906397,"0	0	1	0	0	1	1	0	0	0	1	0	2	0	0	2	0	0	0	0	1	2	0	0	1	0	0	1	0	2	"
rrap_ns10_nh3_m2_seed2,9,10,3,2,87,142,136,14,51,35,[Q-OB-TREE],5159,181,589,16598,25512,6.5211,0.911655,"1	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	1	2	0	0	1	1	0	0	0	0	1	0	0	3	"
rrap_ns10_nh3_m2_seed3,9,10,3,2,87,142,136,14,51,35,[Q-OB-TREE],5303,191,599,17142,42125,19.0982,0.937493,"0	1	0	0	1	0	0	2	0	0	3	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	4	0	0	"
rrap_ns10_nh3_m2_seed4,9,10,3,2,87,142,136,14,51,35,[Q-OB-TREE],4595,148,556,14492,10254,4.23138,0.885895,"0	1	0	0	1	0	0	0	1	1	1	0	0	2	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	3	"
rrap_ns10_nh4_m2_seed1,9,10,4,2,87,142,136,14,51,35,[Q-OB-TREE],6898,241,785,22252,62491,31.0306,0.94371,"1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	3	0	0	0	"
rrap_ns10_nh4_m2_seed2,9,10,4,2,87,142,136,14,51,35,[Q-OB-TREE],8392,298,842,27709,8.31E+06,1834.51,0.947566,"0	1	0	0	0	1	0	0	0	0	0	2	0	2	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	2	1	"
rrap_ns10_nh4_m2_seed3,9,10,4,2,87,142,136,14,51,35,[Q-OB-TREE],6584,216,760,21053,58720,54.0516,0.926174,"0	0	1	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	4	"
rrap_ns10_nh4_m2_seed4,9,10,4,2,87,142,136,14,51,35,[Q-OB-TREE],6770,222,766,21728,54934,45.8572,0.923955,"1	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	1	1	1	0	"
rrap_ns10_nh2_m2_seed1,9,10,2,2,87,142,136,14,51,35,[BASIC],2101,99,336,6352,715,0.569156,0.880582,"0	1	0	1	1	0	1	0	2	0	2	0	1	0	0	1	1	1	0	2	"
rrap_ns10_nh2_m2_seed2,9,10,2,2,87,142,136,14,51,35,[BASIC],2449,125,362,7791,9041,1.86539,0.928186,"0	1	1	0	0	2	0	3	0	1	1	0	2	0	1	0	0	1	0	4	"
rrap_ns10_nh2_m2_seed3,9,10,2,2,87,142,136,14,51,35,[BASIC],3234,185,422,10883,8972,2.58825,0.944541,"0	1	0	1	2	0	0	3	2	0	1	0	2	0	0	1	1	0	1	3	"
rrap_ns10_nh2_m2_seed4,9,10,2,2,87,142,136,14,51,35,[BASIC],3289,178,415,10906,45828,3.42473,0.969581,"0	1	1	0	3	0	3	0	1	0	0	1	0	1	0	1	2	0	0	4	"
rrap_ns10_nh3_m2_seed1,9,10,3,2,87,142,136,14,51,35,[BASIC],3323,184,500,10737,15984,3.34589,0.906396,"0	0	1	0	0	1	1	0	0	0	1	0	2	0	0	2	0	0	0	0	1	2	0	0	1	0	0	1	0	2	"
rrap_ns10_nh3_m2_seed2,9,10,3,2,87,142,136,14,51,35,[BASIC],3335,181,497,10696,35455,5.86549,0.911652,"1	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	1	2	0	0	1	1	0	0	0	0	1	0	0	3	"
rrap_ns10_nh3_m2_seed3,9,10,3,2,87,142,136,14,51,35,[BASIC],3388,191,507,11008,44310,8.89972,0.937487,"0	1	0	0	1	0	0	2	0	0	3	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	4	0	0	"
rrap_ns10_nh3_m2_seed4,9,10,3,2,87,142,136,14,51,35,[BASIC],2915,148,464,9057,5081,1.23379,0.885894,"0	1	0	0	1	0	0	0	1	1	1	0	0	2	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	3	"
rrap_ns10_nh4_m2_seed1,9,10,4,2,87,142,136,14,51,35,[BASIC],4375,241,636,14218,128108,20.7107,0.943704,"1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	3	0	0	0	"
rrap_ns10_nh4_m2_seed2,9,10,4,2,87,142,136,14,51,35,[BASIC],5200,298,693,17303,2.37E+06,289.872,0.947554,"0	1	0	0	0	1	0	0	0	0	0	2	0	2	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	2	1	"
rrap_ns10_nh4_m2_seed3,9,10,4,2,87,142,136,14,51,35,[BASIC],4084,216,611,12959,82150,10.8922,0.926174,"0	0	1	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	4	"
rrap_ns10_nh4_m2_seed4,9,10,4,2,87,142,136,14,51,35,[BASIC],4194,222,617,13398,71161,11.7413,0.923953,"1	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	1	1	1	0	"
rrap_ns10_nh2_m2_seed1,9,10,2,2,87,142,136,14,51,35,[TREE],1206,99,252,3920,2205,0.881601,0.880582,"0	1	0	1	1	0	1	0	2	0	2	0	1	0	0	1	1	1	0	2	"
rrap_ns10_nh2_m2_seed2,9,10,2,2,87,142,136,14,51,35,[TREE],1506,125,278,5074,18725,2.85869,0.928186,"0	1	1	0	0	2	0	3	0	1	1	0	2	0	1	0	0	1	0	4	"
rrap_ns10_nh2_m2_seed3,9,10,2,2,87,142,136,14,51,35,[TREE],2006,185,338,7064,18339,2.69777,0.944541,"0	1	0	1	2	0	0	3	2	0	1	0	2	0	0	1	1	0	1	3	"
rrap_ns10_nh2_m2_seed4,9,10,2,2,87,142,136,14,51,35,[TREE],1964,178,331,6889,114693,12.1308,0.969582,"0	1	1	0	3	0	3	0	1	0	0	1	0	1	0	1	2	0	0	4	"
rrap_ns10_nh3_m2_seed1,9,10,3,2,87,142,136,14,51,35,[TREE],2074,184,388,7008,42174,9.22068,0.906395,"0	0	1	0	0	1	1	0	0	0	1	0	2	0	0	2	0	0	0	0	1	2	0	0	1	0	0	1	0	2	"
rrap_ns10_nh3_m2_seed2,9,10,3,2,87,142,136,14,51,35,[TREE],2002,181,385,6744,36112,9.08829,0.911652,"1	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	1	2	0	0	1	1	0	0	0	0	1	0	0	3	"
rrap_ns10_nh3_m2_seed3,9,10,3,2,87,142,136,14,51,35,[TREE],2048,191,395,6945,57518,12.4747,0.937487,"0	1	0	0	1	0	0	2	0	0	3	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	4	0	0	"
rrap_ns10_nh3_m2_seed4,9,10,3,2,87,142,136,14,51,35,[TREE],1774,148,352,5814,13257,2.14337,0.885894,"0	1	0	0	1	0	0	0	1	1	1	0	0	2	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	3	"
rrap_ns10_nh4_m2_seed1,9,10,4,2,87,142,136,14,51,35,[TREE],2682,241,496,9074,240671,37.6306,0.943704,"1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	3	0	0	0	"
rrap_ns10_nh4_m2_seed2,9,10,4,2,87,142,136,14,51,35,[TREE],3198,298,553,11108,1.90E+07,1793.9,0.947554,"0	1	0	0	0	1	0	0	0	0	0	2	0	2	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	2	1	"
rrap_ns10_nh4_m2_seed3,9,10,4,2,87,142,136,14,51,35,[TREE],2512,216,471,8379,111502,21.0901,0.926174,"0	0	1	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	4	"
rrap_ns10_nh4_m2_seed4,9,10,4,2,87,142,136,14,51,35,[TREE],2566,222,477,8592,100909,16.4013,0.923952,"1	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	1	1	1	0	"
rrap_ns10_nh2_m2_seed1,9,10,2,2,87,142,136,14,51,35,[OB-TREE],848,99,204,2847,1441,0.565773,0.880582,"0	1	0	1	1	0	1	0	2	0	2	0	1	0	0	1	1	1	0	2	"
rrap_ns10_nh2_m2_seed2,9,10,2,2,87,142,136,14,51,35,[OB-TREE],978,125,230,3406,11811,2.08235,0.928186,"0	1	1	0	0	2	0	3	0	1	1	0	2	0	1	0	0	1	0	4	"
